Tipo,Kurtosis,Impulse factor,RMS,Margin factor,Skewness,Shape factor,Peak to peak,Crest factor
Sano,2.8686984903782946,8.956852254275505,1.1956227858133983,0.011353583251059262,0.13432257547226387,659.82425878336,0.0309609131772643,0.013574602835595815
Sano,2.9489791413187367,8.88003238787594,1.4481033550490348,0.009257887717168643,0.2706553823535683,662.3737010157462,0.03847760860714837,0.01340637826389916
Sano,2.8364671785067497,10.56603046304891,1.514744497971388,0.010550479726564652,0.23702843475458268,661.1504037658019,0.04240708564833902,0.01598128111677248
Sano,2.9241198587630333,10.442206854353222,1.6093909189631677,0.009824193390180225,0.18740930868248243,660.440720634118,0.045620843321801226,0.01581096762829403
Sano,2.707362675320529,8.260010787775379,1.54329471214405,0.008143384088167964,0.21639982021066628,657.244298429969,0.03707927311529714,0.012567641602227614
Sano,2.376968830810104,9.5465275516364,1.638550334743285,0.008944327487171302,0.1907286776690265,651.3852965173313,0.04225732942545838,0.014655730798158101
Sano,2.6758288695618164,9.404975946649921,1.7962031188223493,0.007927748605838397,0.1486234448357357,660.4689009556503,0.04843963903510547,0.01423984677104646
Sano,2.5879119490993094,9.176909669860658,1.8615180808538923,0.0074993924349716756,0.14377903235085546,657.3597634270203,0.0500866628619635,0.01396025461311867
Sano,2.6872416260315255,9.187597037196472,1.898528318226475,0.0073938829820359596,0.09751584798680944,654.503972162173,0.05056986218557452,0.014037496223048083
Sano,2.60317808469099,8.051891939354713,1.96302337959961,0.006241029743800473,0.1668046832909973,657.2282358808751,0.047430942121204654,0.01225128729985689
Sano,2.3610586926525547,7.783008119160277,1.141622130776661,0.010417398040030623,0.03222359581977788,654.4339872924356,0.026512342340572044,0.011892732147608371
Sano,2.759567378303773,9.021364239132343,1.4082219300961472,0.009707566641546397,0.2218316369260978,659.919154256709,0.03530783862839699,0.013670408232495438
Sano,3.449805080487444,11.73516508084376,1.5631494621438344,0.01133661758467445,0.0528574308579056,662.2244340245373,0.052601987287715826,0.0177208276800142
Sano,2.538128603178743,9.98074006313092,1.6499386098575004,0.009238656187676945,0.014363909088837976,654.7660519655534,0.04791091647559652,0.015243215547247092
Sano,2.582482220131854,9.591259604669945,1.7700742777553158,0.00824532525926565,0.13417900891507037,657.1679318415977,0.04748669818438143,0.014594838153152306
Sano,2.7024275657355687,9.30407795341545,1.9716533073283453,0.007176762044306334,0.07204476879894389,657.5279857222433,0.05473374102445189,0.01415008662056512
Sano,2.6300151793345803,8.580966789634989,2.146044338569483,0.006080591782974136,0.0353876048546807,657.584673393225,0.055757420942884384,0.013049219571003764
Sano,2.536728499933525,8.768641537565152,2.3200572184095662,0.005776474101998925,0.0034531880921207826,654.2907643736652,0.0606639475504322,0.013401750437298523
Sano,3.6996925864587853,11.751405870556205,2.40151887079334,0.007417560252966106,0.08375541379021748,659.6943124211906,0.08331799732819739,0.017813410922744723
Sano,2.632164414388596,9.8558968389838,2.421368186577428,0.006209299290657752,-0.0051234275458905,655.5302290737544,0.07101194681051551,0.015034999763336469
Sano,2.502661461083089,7.724928211261805,1.3342093759577702,0.008844463737961019,0.018642190701191733,654.6346037294716,0.031247354076523924,0.0118003664445061
Sano,2.475145962043686,8.295775034280595,1.5182992428258093,0.008322265255442688,0.30628849594672874,656.5352321261267,0.03631505154491227,0.012635689035934173
Sano,2.619102967382596,9.129626987470663,1.611896785791548,0.008625148139510803,0.10561176956959814,656.6731232139356,0.043411294036381234,0.013902848563053414
