Tipo,Kurtosis,Impulse factor,RMS,Margin factor,Skewness,Shape factor,Peak to peak,Crest factor
Sano,1.6551692268715357,7.4433398701428395,19.81828173094265,0.0005310903037989669,-0.08760280444095517,707.1857148121201,0.40007331898024046,0.010525297265259848
Sano,2.3201891086085817,10.519154189812037,22.03674242778089,0.00047189908113809246,-0.5685443975900804,1011.5428713338927,0.4220235231132756,0.010399118502946619
Sano,2.226050993840386,12.807207582563658,21.96118606496585,0.000577750515104192,-0.4866410153659101,1009.3884149240956,0.514857439453391,0.012688086561333023
Sano,2.2277678933939082,9.065465512667755,22.82247344103154,0.00039291202148520964,-0.37262343777549173,1010.9556018386763,0.3899660467104189,0.00896722417500821
Inner,6.703207688818544,13.906120126387375,63.784256377229376,0.0003844401114896241,0.16693829288351705,567.1054035977214,2.81669562124232,0.02452122663294483
Inner,7.306819993177141,13.609196340144047,64.39756498657488,0.00036676610590534193,0.08611678318323245,576.2007767834232,2.8653726926696166,0.023618844139912262
Inner,7.216980133376001,13.1424687768863,65.93479512885123,0.00034775685874168687,0.01408596129412269,573.1741407171221,2.866957751115062,0.022929277235785986
Inner,6.526204112194739,12.462117263010962,69.20314280468283,0.00031435653229917773,0.0259998350891682,572.8534408640423,2.9051817618833518,0.021754459996284888
Inner,37.749529198856976,32.80120800340058,42.53559243820896,0.0010842691003337575,-0.14405769483568379,711.2139571053439,3.7551384268957486,0.046120028545140204
Inner,35.973904193717566,35.20189113725327,36.35020343076767,0.0014200967577003075,-0.04601696437996179,681.9322254328569,3.6783215713065016,0.05162080603377976
Inner,37.704345080376605,32.25520600329497,35.62756679715761,0.0013348916217973304,0.0016872607059013193,678.2154042271496,3.2409438820105043,0.04755894042255044
Inner,30.96173850677973,31.830112347100304,39.71386147380891,0.001252497378298601,0.00043396008477993584,639.9104897480504,3.809211389017106,0.04974150737805948
Inner,10.83697770425225,16.817765175884965,116.50332960070132,0.00024174064060923932,0.3410919932526865,597.145657072693,6.101361658800164,0.02816358953078289
Inner,10.76832304440744,19.73822271906916,96.34739964884218,0.0003416077616893525,0.28994826269365587,599.7086562022097,5.885966681615025,0.03291301953863048
Inner,11.72005237082974,18.22035881007305,108.01748773284955,0.0002751931056986705,0.2553613642651695,612.9503585836948,6.063850343654689,0.02972566791897091
Inner,11.712278554238377,20.799654534241874,98.97504178435518,0.00034795156853692494,0.3257341571541563,603.9648018908584,6.443437280232463,0.03443852103487407
Outer,10.610020053147139,15.573623610302409,147.66544241501373,0.00015655766858035136,0.04358090958932717,673.6533255928036,6.561245299412933,0.02311815739438068
Outer,10.646669820189192,15.456355631069698,130.62147298636555,0.00017924709154052755,0.016521053846145262,660.1466250413356,6.006538606644678,0.023413519125545613
Outer,11.269854120051017,15.873779780252564,125.2497536152365,0.0001910027350811517,-0.0003485094508139204,663.5350743468792,5.8421760130475064,0.02392304550875054
Outer,11.486758544160702,16.19225428142087,128.43934704643783,0.00018879830299506033,-0.030667248658347235,667.7457613459339,6.073414032888261,0.02424913076016108
Outer,2.4373032529294836,9.070967862915209,21.574561108951443,0.0008226730502960617,-0.003879783095129948,511.0747066877302,0.749111319103196,0.017748809996299866
Outer,2.421028058603472,9.905376297775936,20.364491668162685,0.0009534674858833107,-0.012361596874092424,510.1425128492039,0.7627345856102073,0.019416880672134703
Outer,2.63361344989646,10.892812370888466,21.249821800296164,0.000997106877875839,-0.007729369124448025,514.0945721380085,0.8544914229504542,0.021188343470711246
Outer,4.37733469497601,15.700473095947437,20.71728831992423,0.0014560416621966928,-0.010591608113666603,520.4823743882309,1.195124040720541,0.030165234921550602
Outer,37.83606093673506,39.886129936753484,129.22282755818676,0.0003792776731143779,0.11270547547424539,813.8144223153706,12.488942590619727,0.04901133334952959
Outer,37.351311210281786,37.90185847191825,123.84725302366135,0.00037306238872093816,0.05411325283213854,820.3376809953662,11.29626761601715,0.04620275204953354
Outer,41.33736446774437,39.774601691655626,125.50830575679441,0.00037913475058229737,0.16551311679771122,835.8720039699015,11.618695619447905,0.04758456019910897
Outer,41.696854568799985,42.41207667324901,120.66894432121474,0.0004214730106484633,0.08824362847236768,833.9197415383906,12.141694238607695,0.050858703254834166
